user_id,user_id,user_id,user_id,skill_level
277,277,277,277,orta
278,278,278,278,düşük
279,279,279,279,düşük
280,280,280,280,orta
281,281,281,281,yüksek
282,282,282,282,yüksek
283,283,283,283,orta
284,284,284,284,düşük
285,285,285,285,yüksek
286,286,286,286,düşük
287,287,287,287,düşük
288,288,288,288,düşük
289,289,289,289,orta
290,290,290,290,yüksek
291,291,291,291,orta
292,292,292,292,orta
293,293,293,293,yüksek
294,294,294,294,düşük
295,295,295,295,orta
296,296,296,296,orta
297,297,297,297,orta
298,298,298,298,düşük
299,299,299,299,yüksek
300,300,300,300,yüksek
301,301,301,301,yüksek
302,302,302,302,yüksek
303,303,303,303,düşük
304,304,304,304,düşük
305,305,305,305,orta
306,306,306,306,düşük
307,307,307,307,yüksek
308,308,308,308,yüksek
309,309,309,309,yüksek
310,310,310,310,orta
311,311,311,311,düşük
312,312,312,312,yüksek
313,313,313,313,orta
314,314,314,314,düşük
315,315,315,315,düşük
316,316,316,316,orta
317,317,317,317,orta
318,318,318,318,düşük
319,319,319,319,orta
320,320,320,320,yüksek
321,321,321,321,düşük
322,322,322,322,yüksek
323,323,323,323,düşük
324,324,324,324,yüksek
325,325,325,325,orta
326,326,326,326,orta
327,327,327,327,yüksek
328,328,328,328,düşük
329,329,329,329,orta
330,330,330,330,yüksek
331,331,331,331,orta
332,332,332,332,düşük
333,333,333,333,orta
334,334,334,334,düşük
335,335,335,335,orta
336,336,336,336,orta
337,337,337,337,yüksek
338,338,338,338,yüksek
339,339,339,339,orta
340,340,340,340,orta
341,341,341,341,düşük
342,342,342,342,orta
343,343,343,343,düşük
344,344,344,344,orta
345,345,345,345,düşük
346,346,346,346,yüksek
347,347,347,347,düşük
348,348,348,348,orta
349,349,349,349,yüksek
350,350,350,350,yüksek
351,351,351,351,orta
352,352,352,352,orta
353,353,353,353,orta
354,354,354,354,yüksek
355,355,355,355,düşük
356,356,356,356,orta
357,357,357,357,orta
358,358,358,358,yüksek
359,359,359,359,orta
360,360,360,360,düşük
361,361,361,361,orta
362,362,362,362,düşük
363,363,363,363,yüksek
364,364,364,364,orta
365,365,365,365,yüksek
366,366,366,366,düşük
367,367,367,367,yüksek
368,368,368,368,orta
369,369,369,369,yüksek
370,370,370,370,orta
371,371,371,371,orta
372,372,372,372,düşük
373,373,373,373,yüksek
374,374,374,374,orta
375,375,375,375,orta
376,376,376,376,düşük
377,377,377,377,orta
378,378,378,378,yüksek
379,379,379,379,düşük
380,380,380,380,düşük
381,381,381,381,yüksek
382,382,382,382,düşük
383,383,383,383,orta
384,384,384,384,düşük
385,385,385,385,orta
386,386,386,386,düşük
387,387,387,387,orta
388,388,388,388,orta
389,389,389,389,orta
390,390,390,390,orta
391,391,391,391,yüksek
392,392,392,392,düşük
393,393,393,393,düşük
394,394,394,394,orta
395,395,395,395,düşük
396,396,396,396,yüksek
397,397,397,397,düşük
398,398,398,398,orta
399,399,399,399,orta
400,400,400,400,orta
401,401,401,401,orta
402,402,402,402,orta
403,403,403,403,orta
404,404,404,404,orta
405,405,405,405,orta
406,406,406,406,yüksek
407,407,407,407,düşük
408,408,408,408,düşük
409,409,409,409,orta
410,410,410,410,yüksek
411,411,411,411,düşük
412,412,412,412,düşük
413,413,413,413,düşük
414,414,414,414,orta
415,415,415,415,yüksek
416,416,416,416,düşük
417,417,417,417,yüksek
418,418,418,418,orta
419,419,419,419,düşük
420,420,420,420,orta
421,421,421,421,yüksek
422,422,422,422,yüksek
423,423,423,423,düşük
424,424,424,424,düşük
425,425,425,425,düşük
426,426,426,426,orta
427,427,427,427,orta
428,428,428,428,orta
429,429,429,429,orta
430,430,430,430,yüksek
431,431,431,431,yüksek
432,432,432,432,yüksek
433,433,433,433,yüksek
434,434,434,434,düşük
435,435,435,435,orta
436,436,436,436,yüksek
437,437,437,437,düşük
438,438,438,438,düşük
439,439,439,439,yüksek
440,440,440,440,orta
441,441,441,441,orta
442,442,442,442,düşük
443,443,443,443,yüksek
444,444,444,444,orta
445,445,445,445,yüksek
446,446,446,446,orta
447,447,447,447,düşük
448,448,448,448,düşük
449,449,449,449,yüksek
450,450,450,450,yüksek
451,451,451,451,yüksek
452,452,452,452,düşük
453,453,453,453,orta
454,454,454,454,düşük
455,455,455,455,orta
456,456,456,456,orta
457,457,457,457,düşük
458,458,458,458,yüksek
459,459,459,459,orta
460,460,460,460,yüksek
461,461,461,461,yüksek
462,462,462,462,orta
463,463,463,463,orta
464,464,464,464,yüksek
465,465,465,465,düşük
466,466,466,466,orta
467,467,467,467,düşük
468,468,468,468,düşük
469,469,469,469,orta
470,470,470,470,orta
471,471,471,471,yüksek
472,472,472,472,yüksek
473,473,473,473,orta
474,474,474,474,orta
475,475,475,475,orta
476,476,476,476,düşük
477,477,477,477,düşük
478,478,478,478,orta
479,479,479,479,orta
480,480,480,480,orta
481,481,481,481,orta
482,482,482,482,orta
483,483,483,483,orta
484,484,484,484,orta
485,485,485,485,orta
486,486,486,486,yüksek
487,487,487,487,düşük
488,488,488,488,orta
489,489,489,489,orta
490,490,490,490,düşük
491,491,491,491,düşük
492,492,492,492,orta
493,493,493,493,yüksek
494,494,494,494,yüksek
495,495,495,495,yüksek
496,496,496,496,orta
497,497,497,497,düşük
498,498,498,498,orta
499,499,499,499,yüksek
500,500,500,500,düşük
501,501,501,501,orta
502,502,502,502,yüksek
503,503,503,503,düşük
504,504,504,504,düşük
505,505,505,505,düşük
506,506,506,506,orta
507,507,507,507,yüksek
508,508,508,508,orta
509,509,509,509,orta
510,510,510,510,orta
511,511,511,511,düşük
512,512,512,512,yüksek
513,513,513,513,yüksek
514,514,514,514,orta
515,515,515,515,düşük
516,516,516,516,orta
517,517,517,517,orta
518,518,518,518,orta
519,519,519,519,yüksek
520,520,520,520,yüksek
521,521,521,521,yüksek
522,522,522,522,yüksek
523,523,523,523,orta
524,524,524,524,yüksek
525,525,525,525,orta
526,526,526,526,yüksek
527,527,527,527,düşük
528,528,528,528,yüksek
529,529,529,529,orta
530,530,530,530,yüksek
531,531,531,531,orta
532,532,532,532,orta
533,533,533,533,orta
534,534,534,534,düşük
535,535,535,535,yüksek
536,536,536,536,düşük
537,537,537,537,düşük
538,538,538,538,orta
539,539,539,539,orta
540,540,540,540,orta
541,541,541,541,yüksek
542,542,542,542,orta
543,543,543,543,orta
544,544,544,544,düşük
545,545,545,545,düşük
546,546,546,546,orta
547,547,547,547,yüksek
548,548,548,548,orta
549,549,549,549,düşük
550,550,550,550,orta
551,551,551,551,düşük
552,552,552,552,düşük
553,553,553,553,orta
554,554,554,554,yüksek
555,555,555,555,orta
556,556,556,556,orta
557,557,557,557,yüksek
558,558,558,558,orta
559,559,559,559,orta
560,560,560,560,orta
561,561,561,561,orta
562,562,562,562,düşük
563,563,563,563,düşük
564,564,564,564,yüksek
565,565,565,565,orta
566,566,566,566,orta
567,567,567,567,orta
568,568,568,568,yüksek
569,569,569,569,orta
570,570,570,570,orta
571,571,571,571,düşük
572,572,572,572,orta
573,573,573,573,düşük
574,574,574,574,orta
575,575,575,575,yüksek
576,576,576,576,orta
577,577,577,577,düşük
578,578,578,578,düşük
579,579,579,579,orta
580,580,580,580,düşük
581,581,581,581,orta
582,582,582,582,düşük
583,583,583,583,orta
584,584,584,584,orta
585,585,585,585,orta
586,586,586,586,orta
587,587,587,587,orta
588,588,588,588,orta
589,589,589,589,yüksek
590,590,590,590,yüksek
591,591,591,591,yüksek
592,592,592,592,orta
593,593,593,593,düşük
594,594,594,594,orta
595,595,595,595,orta
596,596,596,596,orta
597,597,597,597,orta
598,598,598,598,orta
599,599,599,599,orta
600,600,600,600,düşük
601,601,601,601,düşük
602,602,602,602,yüksek
603,603,603,603,orta
604,604,604,604,orta
605,605,605,605,orta
606,606,606,606,düşük
607,607,607,607,orta
608,608,608,608,düşük
609,609,609,609,düşük
610,610,610,610,düşük
611,611,611,611,yüksek
612,612,612,612,düşük
613,613,613,613,düşük
614,614,614,614,yüksek
615,615,615,615,düşük
616,616,616,616,düşük
617,617,617,617,düşük
618,618,618,618,düşük
619,619,619,619,orta
620,620,620,620,orta
621,621,621,621,orta
622,622,622,622,düşük
623,623,623,623,düşük
624,624,624,624,yüksek
625,625,625,625,yüksek
626,626,626,626,düşük
627,627,627,627,orta
628,628,628,628,orta
629,629,629,629,orta
630,630,630,630,düşük
631,631,631,631,orta
632,632,632,632,düşük
633,633,633,633,yüksek
634,634,634,634,orta
635,635,635,635,yüksek
636,636,636,636,orta
637,637,637,637,düşük
638,638,638,638,orta
639,639,639,639,yüksek
640,640,640,640,düşük
641,641,641,641,düşük
642,642,642,642,düşük
643,643,643,643,orta
644,644,644,644,yüksek
645,645,645,645,orta
646,646,646,646,yüksek
647,647,647,647,orta
648,648,648,648,yüksek
649,649,649,649,düşük
650,650,650,650,orta
651,651,651,651,orta
652,652,652,652,orta
653,653,653,653,orta
654,654,654,654,orta
655,655,655,655,orta
656,656,656,656,yüksek
657,657,657,657,orta
658,658,658,658,düşük
659,659,659,659,yüksek
660,660,660,660,yüksek
661,661,661,661,düşük
662,662,662,662,orta
663,663,663,663,yüksek
664,664,664,664,düşük
665,665,665,665,orta
666,666,666,666,orta
667,667,667,667,orta
668,668,668,668,orta
669,669,669,669,yüksek
670,670,670,670,orta
671,671,671,671,orta
672,672,672,672,düşük
673,673,673,673,düşük
674,674,674,674,düşük
675,675,675,675,düşük
676,676,676,676,düşük
677,677,677,677,orta
678,678,678,678,düşük
679,679,679,679,orta
680,680,680,680,düşük
681,681,681,681,düşük
682,682,682,682,düşük
683,683,683,683,düşük
684,684,684,684,yüksek
685,685,685,685,düşük
686,686,686,686,düşük
687,687,687,687,yüksek
688,688,688,688,düşük
689,689,689,689,orta
690,690,690,690,yüksek
691,691,691,691,orta
692,692,692,692,orta
693,693,693,693,düşük
694,694,694,694,yüksek
695,695,695,695,yüksek
696,696,696,696,düşük
697,697,697,697,düşük
698,698,698,698,orta
699,699,699,699,orta
700,700,700,700,düşük
701,701,701,701,yüksek
702,702,702,702,orta
703,703,703,703,orta
704,704,704,704,yüksek
705,705,705,705,orta
706,706,706,706,yüksek
707,707,707,707,orta
708,708,708,708,düşük
709,709,709,709,orta
710,710,710,710,düşük
711,711,711,711,düşük
712,712,712,712,düşük
713,713,713,713,orta
714,714,714,714,yüksek
715,715,715,715,düşük
716,716,716,716,yüksek
717,717,717,717,orta
718,718,718,718,yüksek
719,719,719,719,yüksek
720,720,720,720,orta
721,721,721,721,yüksek
722,722,722,722,orta
723,723,723,723,yüksek
724,724,724,724,düşük
725,725,725,725,orta
726,726,726,726,düşük
727,727,727,727,yüksek
728,728,728,728,orta
729,729,729,729,düşük
730,730,730,730,orta
731,731,731,731,düşük
732,732,732,732,düşük
733,733,733,733,düşük
734,734,734,734,yüksek
735,735,735,735,orta
736,736,736,736,orta
737,737,737,737,orta
738,738,738,738,orta
739,739,739,739,yüksek
740,740,740,740,orta
741,741,741,741,düşük
742,742,742,742,düşük
743,743,743,743,düşük
744,744,744,744,düşük
745,745,745,745,düşük
746,746,746,746,düşük
747,747,747,747,orta
748,748,748,748,düşük
749,749,749,749,yüksek
750,750,750,750,düşük
751,751,751,751,düşük
752,752,752,752,düşük
753,753,753,753,yüksek
754,754,754,754,düşük
755,755,755,755,orta
756,756,756,756,orta
757,757,757,757,orta
758,758,758,758,yüksek
759,759,759,759,orta
760,760,760,760,düşük
761,761,761,761,düşük
762,762,762,762,orta
763,763,763,763,orta
764,764,764,764,düşük
765,765,765,765,orta
766,766,766,766,orta
767,767,767,767,orta
768,768,768,768,orta
769,769,769,769,orta
770,770,770,770,orta
771,771,771,771,yüksek
772,772,772,772,düşük
773,773,773,773,yüksek
774,774,774,774,orta
775,775,775,775,orta
776,776,776,776,düşük
777,777,777,777,yüksek
778,778,778,778,orta
779,779,779,779,yüksek
780,780,780,780,orta
781,781,781,781,orta
782,782,782,782,orta
783,783,783,783,orta
784,784,784,784,orta
785,785,785,785,yüksek
786,786,786,786,yüksek
787,787,787,787,orta
788,788,788,788,orta
789,789,789,789,orta
790,790,790,790,yüksek
791,791,791,791,düşük
792,792,792,792,yüksek
793,793,793,793,düşük
794,794,794,794,düşük
795,795,795,795,orta
796,796,796,796,orta
797,797,797,797,yüksek
798,798,798,798,orta
799,799,799,799,düşük
800,800,800,800,orta
801,801,801,801,orta
802,802,802,802,düşük
803,803,803,803,düşük
804,804,804,804,orta
805,805,805,805,orta
806,806,806,806,yüksek
807,807,807,807,düşük
808,808,808,808,yüksek
809,809,809,809,orta
810,810,810,810,düşük
811,811,811,811,orta
812,812,812,812,orta
813,813,813,813,orta
814,814,814,814,düşük
815,815,815,815,düşük
816,816,816,816,yüksek
817,817,817,817,orta
818,818,818,818,orta
819,819,819,819,düşük
820,820,820,820,yüksek
821,821,821,821,düşük
822,822,822,822,orta
823,823,823,823,yüksek
824,824,824,824,orta
825,825,825,825,düşük
826,826,826,826,düşük
827,827,827,827,orta
828,828,828,828,düşük
829,829,829,829,orta
830,830,830,830,yüksek
831,831,831,831,düşük
832,832,832,832,orta
833,833,833,833,orta
834,834,834,834,orta
835,835,835,835,orta
836,836,836,836,orta
837,837,837,837,yüksek
838,838,838,838,düşük
839,839,839,839,yüksek
840,840,840,840,orta
841,841,841,841,düşük
842,842,842,842,orta
843,843,843,843,yüksek
844,844,844,844,yüksek
845,845,845,845,düşük
846,846,846,846,düşük
847,847,847,847,yüksek
848,848,848,848,orta
849,849,849,849,orta
850,850,850,850,düşük
851,851,851,851,orta
852,852,852,852,orta
853,853,853,853,yüksek
854,854,854,854,orta
855,855,855,855,düşük
856,856,856,856,yüksek
857,857,857,857,düşük
858,858,858,858,orta
859,859,859,859,düşük
860,860,860,860,orta
861,861,861,861,orta
862,862,862,862,orta
863,863,863,863,orta
864,864,864,864,yüksek
865,865,865,865,düşük
866,866,866,866,düşük
867,867,867,867,yüksek
868,868,868,868,orta
869,869,869,869,düşük
870,870,870,870,düşük
871,871,871,871,yüksek
872,872,872,872,orta
873,873,873,873,orta
874,874,874,874,düşük
875,875,875,875,orta
876,876,876,876,yüksek
877,877,877,877,orta
878,878,878,878,orta
879,879,879,879,yüksek
880,880,880,880,orta
881,881,881,881,düşük
882,882,882,882,orta
883,883,883,883,orta
884,884,884,884,orta
885,885,885,885,düşük
886,886,886,886,orta
887,887,887,887,yüksek
888,888,888,888,yüksek
889,889,889,889,orta
890,890,890,890,orta
891,891,891,891,orta
892,892,892,892,yüksek
893,893,893,893,orta
894,894,894,894,orta
895,895,895,895,yüksek
896,896,896,896,yüksek
897,897,897,897,düşük
898,898,898,898,düşük
899,899,899,899,düşük
900,900,900,900,orta
901,901,901,901,orta
902,902,902,902,yüksek
903,903,903,903,yüksek
904,904,904,904,yüksek
905,905,905,905,orta
906,906,906,906,orta
907,907,907,907,orta
908,908,908,908,orta
909,909,909,909,orta
910,910,910,910,orta
911,911,911,911,düşük
912,912,912,912,düşük
913,913,913,913,yüksek
914,914,914,914,orta
915,915,915,915,orta
916,916,916,916,yüksek
917,917,917,917,orta
918,918,918,918,orta
919,919,919,919,düşük
920,920,920,920,düşük
921,921,921,921,yüksek
922,922,922,922,orta
923,923,923,923,düşük
924,924,924,924,orta
925,925,925,925,düşük
926,926,926,926,düşük
927,927,927,927,yüksek
928,928,928,928,düşük
929,929,929,929,orta
930,930,930,930,yüksek
931,931,931,931,düşük
932,932,932,932,orta
933,933,933,933,orta
934,934,934,934,orta
935,935,935,935,düşük
936,936,936,936,orta
937,937,937,937,orta
938,938,938,938,yüksek
939,939,939,939,orta
940,940,940,940,yüksek
941,941,941,941,yüksek
942,942,942,942,orta
943,943,943,943,orta
944,944,944,944,düşük
945,945,945,945,düşük
946,946,946,946,düşük
947,947,947,947,orta
948,948,948,948,yüksek
949,949,949,949,düşük
950,950,950,950,yüksek
951,951,951,951,düşük
952,952,952,952,düşük
953,953,953,953,orta
954,954,954,954,düşük
955,955,955,955,düşük
956,956,956,956,orta
957,957,957,957,yüksek
958,958,958,958,yüksek
959,959,959,959,orta
960,960,960,960,orta
961,961,961,961,orta
962,962,962,962,yüksek
963,963,963,963,yüksek
964,964,964,964,yüksek
965,965,965,965,orta
966,966,966,966,orta
967,967,967,967,yüksek
968,968,968,968,orta
969,969,969,969,orta
970,970,970,970,orta
971,971,971,971,orta
972,972,972,972,yüksek
973,973,973,973,orta
974,974,974,974,orta
975,975,975,975,yüksek
976,976,976,976,düşük
977,977,977,977,yüksek
978,978,978,978,orta
979,979,979,979,yüksek
980,980,980,980,yüksek
981,981,981,981,yüksek
982,982,982,982,düşük
983,983,983,983,yüksek
984,984,984,984,düşük
985,985,985,985,orta
986,986,986,986,orta
987,987,987,987,düşük
988,988,988,988,orta
989,989,989,989,orta
990,990,990,990,düşük
991,991,991,991,orta
992,992,992,992,orta
993,993,993,993,yüksek
994,994,994,994,orta
995,995,995,995,orta
996,996,996,996,düşük
997,997,997,997,yüksek
998,998,998,998,düşük
999,999,999,999,düşük
1000,1000,1000,1000,yüksek
1001,1001,1001,1001,düşük
1002,1002,1002,1002,orta
1003,1003,1003,1003,orta
1004,1004,1004,1004,orta
1005,1005,1005,1005,orta
1006,1006,1006,1006,orta
1007,1007,1007,1007,düşük
1008,1008,1008,1008,orta
1009,1009,1009,1009,yüksek
1010,1010,1010,1010,yüksek
1011,1011,1011,1011,düşük
1012,1012,1012,1012,yüksek
1013,1013,1013,1013,düşük
1014,1014,1014,1014,orta
1015,1015,1015,1015,yüksek
1016,1016,1016,1016,yüksek
1017,1017,1017,1017,orta
1018,1018,1018,1018,yüksek
1019,1019,1019,1019,orta
1020,1020,1020,1020,orta
1021,1021,1021,1021,düşük
1022,1022,1022,1022,düşük
1023,1023,1023,1023,orta
1024,1024,1024,1024,yüksek
1025,1025,1025,1025,düşük
1026,1026,1026,1026,yüksek
1027,1027,1027,1027,düşük
1028,1028,1028,1028,yüksek
1029,1029,1029,1029,düşük
1030,1030,1030,1030,yüksek
1031,1031,1031,1031,orta
1032,1032,1032,1032,yüksek
1033,1033,1033,1033,yüksek
1034,1034,1034,1034,orta
1035,1035,1035,1035,düşük
1036,1036,1036,1036,düşük
1037,1037,1037,1037,orta
1038,1038,1038,1038,düşük
1039,1039,1039,1039,yüksek
1040,1040,1040,1040,yüksek
1041,1041,1041,1041,düşük
1042,1042,1042,1042,orta
1043,1043,1043,1043,orta
1044,1044,1044,1044,orta
1045,1045,1045,1045,düşük
1046,1046,1046,1046,orta
1047,1047,1047,1047,yüksek
1048,1048,1048,1048,düşük
1049,1049,1049,1049,orta
1050,1050,1050,1050,orta
1051,1051,1051,1051,orta
1052,1052,1052,1052,orta
1053,1053,1053,1053,düşük
1054,1054,1054,1054,düşük
1055,1055,1055,1055,orta
1056,1056,1056,1056,düşük
1057,1057,1057,1057,düşük
1058,1058,1058,1058,düşük
1059,1059,1059,1059,yüksek
1060,1060,1060,1060,yüksek
1061,1061,1061,1061,orta
1062,1062,1062,1062,orta
1063,1063,1063,1063,düşük
1064,1064,1064,1064,düşük
1065,1065,1065,1065,orta
1066,1066,1066,1066,düşük
1067,1067,1067,1067,düşük
1068,1068,1068,1068,orta
1069,1069,1069,1069,orta
1070,1070,1070,1070,orta
1071,1071,1071,1071,düşük
1072,1072,1072,1072,düşük
1073,1073,1073,1073,yüksek
1074,1074,1074,1074,yüksek
1075,1075,1075,1075,düşük
1076,1076,1076,1076,yüksek
1077,1077,1077,1077,orta
1078,1078,1078,1078,düşük
1079,1079,1079,1079,düşük
1080,1080,1080,1080,orta
1081,1081,1081,1081,orta
1082,1082,1082,1082,orta
1083,1083,1083,1083,yüksek
1084,1084,1084,1084,orta
1085,1085,1085,1085,orta
1086,1086,1086,1086,düşük
1087,1087,1087,1087,düşük
1088,1088,1088,1088,düşük
1089,1089,1089,1089,yüksek
1090,1090,1090,1090,orta
1091,1091,1091,1091,orta
1092,1092,1092,1092,düşük
1093,1093,1093,1093,yüksek
1094,1094,1094,1094,yüksek
1095,1095,1095,1095,düşük
1096,1096,1096,1096,düşük
1097,1097,1097,1097,yüksek
1098,1098,1098,1098,yüksek
1099,1099,1099,1099,orta
1100,1100,1100,1100,düşük
1101,1101,1101,1101,yüksek
1102,1102,1102,1102,orta
1103,1103,1103,1103,orta
1104,1104,1104,1104,orta
1105,1105,1105,1105,yüksek
1106,1106,1106,1106,yüksek
1107,1107,1107,1107,yüksek
1108,1108,1108,1108,düşük
1109,1109,1109,1109,orta
1110,1110,1110,1110,orta
1111,1111,1111,1111,orta
1112,1112,1112,1112,orta
1113,1113,1113,1113,yüksek
1114,1114,1114,1114,yüksek
1115,1115,1115,1115,orta
1116,1116,1116,1116,yüksek
1117,1117,1117,1117,düşük
1118,1118,1118,1118,orta
1119,1119,1119,1119,orta
1120,1120,1120,1120,orta
1121,1121,1121,1121,düşük
1122,1122,1122,1122,orta
1123,1123,1123,1123,orta
1124,1124,1124,1124,düşük
1125,1125,1125,1125,düşük
1126,1126,1126,1126,yüksek
1127,1127,1127,1127,orta
1128,1128,1128,1128,yüksek
1129,1129,1129,1129,orta
1130,1130,1130,1130,düşük
1131,1131,1131,1131,düşük
1132,1132,1132,1132,orta
1133,1133,1133,1133,orta
1134,1134,1134,1134,düşük
1135,1135,1135,1135,orta
